article_id,infraction_desc,amende_fixe,amende_min,amende_max,points_retrait,emprisonnement,categorie_vehicule,categorie_permis,chapitre,role_paragraphe,type_infraction,niveau_gravite,localisation,suspension_permis,concerne_pieton,recidive,mots_cles
123,"يجب علي السلطه املختصه  عندما تتلقي املعطيات الواجب تسجيلها  ان تخبر بذلك االشخاص 
املعنيين  مع بيان حقهم في االطالع والتصحيح املخول لهم بموجب هذا القانون وكيفيات ممارسه 
هذا الحق",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
125,"يلزم االشخاص املكلفون  باي صفه من الصفات  بمسك الجذاذيتين بكتمان السر املنهي  وفقا 
 من القانون الجنايي وتحت طايله العقوبات املقرره فيه",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
127,") 2000( بصرف النظر عن العقوبه االشد  يعاقب بالحبس من شهر الي سته اشهر وبغرامه من الفين
) درهم او باحدي هاتين العقوبتين فقط  علي كل انتحال السم او صفه قصد 5000( الي خمسه االف
الحصول علي كشف للبيانات املسجله واملتعلقه باحد االغيار",,,,,,,,,sanction,défaut_de_permis,non_défini,,oui,non,non,permis
130,"يحق لصاحب رخصه السياقه االطالع علي الكشف الكامل للبيانات املتعلقه به وتسلم نسخه منه 
بطلب منه",,,,,,,,,definition,défaut_de_permis,non_défini,,non,non,non,permis
131,"يسلم كشف البيانات الشخصيه املتعلقه برخصه السياقه  الي السلطات التاليه  بناء علي طلبها :
 السلطات القضاييه   - 1
 - ضباط الشرطه القضاييه املكلفون بتنفيذ امر قضايي او العاملون في اطار بحث قضايي   2
 - السلطات االداريه املختصه  للبت في توقيف رخصه السياقه او سحبها او وضع تقييدات علي صالحيتها   3
 - مصال",,,,,,,,,definition,"défaut_de_permis, conduite_en_état_d_ivresse",non_défini,route_nationale,oui,non,non,"alcool, permis"
133,"اعاله ووفق الشروط والكيفيات 122 تقوم السلطات املختصه او تعمل علي القيام  طبقا الحكام الماده
التي تحددها االداره  بتسجيل املعطيات املتعلقه بالمركبات في الجذاذيه الوطنيه للمركبه  خاصه منها :
 - املعلومات املتعلقه بهويه املالك وعنوانه ورقم بطاقته الوطنيه وجنسيته ومهنته وعند االقتضاء  1
رقم التسجيل في ا",,,,,,,,الباب السادس,obligation,défaut_assurance,non_défini,route_nationale,non,non,non,
138,"تحدد علي النحو التالي انواع املخالفات الحكام هذا القانون وللنصوص الصادره لتطبيقه :
- الجنح  
- املخالفات من الدرجه االولي  
- املخالفات من الدرجه الثانيه  
- املخالفات من الدرجه الثالثه",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
139,"من القانون الجنايي  تعتبر الغرامات املنصوص عليها في هذا القانون 18 استثناء من احكام الفصل
للمعاقبه علي املخالفات الحكامه والحكام النصوص الصادره لتطبيقه",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
141,"اذا ارتكبت مخالفه الحكام هذا القانون والنصوص الصادره لتطبيقه  بواسطه مركبه مسجله في 
اسم شخص ذاتي ولم يتم التعرف علي هويه السايق اثناء معاينه املخالفه  او تعذر التعرف عليه فيما 
بعد وكانت العقوبه املنصوص عليها هي الغرامه  اعتبرت هذه املخالفه كما لو ارتكبها الشخص املقيد 
اسمه بشهاده تسجيل المركبه",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
142,"اذا ارتكبت مخالفه الحكام هذا القانون والنصوص الصادره لتطبيقه  بواسطه مركبه مسجله في 
اسم شخص معنوي  ولم يتم التعرف علي هويه السايق اثناء معاينه املخالفه  او تعذر التعرف عليه 
فيما بعد  يجب علي االشخاص الذاتيين الذين يمثلون الشخص املعنوي الكشف عن هويه السايق 
عند ارتكاب االفعال واذا لم يتمكنوا من ذلك",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
143,"يكون مالك المركبه او الشاحن او الناقل للبضايع او لالشخاص عبر الطرق او الوكيل بالعموله 
او املرسل او املرسل اليه او كل مصدر اخر لالمر  الذي احدث او ساهم في احداث وضعيه مسببه 
لضرر  مسووال جناييا  اذا ثبت انه خرق بشكل عمدي احد واجبات االحتياط الخاصه او احد واجبات 
السالمه املنصوص عليها في هذا القانون ",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
144,"يكون كل مالك مركبه او حيوانات مسووال عن الغرامات والتعويض عن الضرر واملصاريف التي 
يمكن ان يحكم بها علي تابعه  بموجب هذا القانون  من اجل مخالفه مرتكبه اثناء القيام باملهام التي 
كلفه بها",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
145,"عندما يحرر اكثر من محضر لسايق بشان مخالفه تتعلق بعيوب ميكانيكيه في المركبه او في معداتها  
ماعدا العيوب املتعلقه باجهزه السالمه  فال يجوز معاقبته اال مره واحده من اجل ارتكاب نفس 
) ساعه الفاصل بين املعاينه االولي واملعاينه االخيره للمخالفه",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
146,"من القانون الجنايي  عندما تتم معاينه عده مخالفات ضد نفس 121 استثناء من احكام الفصل
الشخص  تضم العقوبات املاليه املقرره بالنسبه الي كل جنحه وكل مخالفه",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
147,"ال يمكن نقل ملكيه ايه مركبه  ما لم يقرر القضاء خالف ذلك  او تحصيل الضريبه الخصوصيه 
السنويه علي السيارات او الرسم علي محور املحرك اال بعد اثبات اداء الغرامات الصادر في شانها علي 
املالك مقرر قابل للتنفيذ من اجل مخالفه الحكام هذا القانون وللنصوص الصادره لتطبيقه",,,,,,,,الباب الثاني,definition,défaut_de_permis,non_défini,,non,non,non,permis
148,"بعده  يعاقب بغرامه من الفين 149 دون االخالل بالعقوبات االشد ومع مراعاه احكام الماده
) درهم  كل شخص : 4",,,,,,"vehicule_agricole, vehicule_forestier",,,sanction,défaut_de_permis,non_défini,route_nationale,non,non,non,permis
149,"اعاله  توقف المركبه في مكانها الي ان يقوم بسياقتها سايق 148 في الحاالت املشار اليها في الماده
حاصل علي رخصه سياقه من نفس صنف المركبه يقترحه املخالف او  عند االقتضاء  مالك المركبه 
او حايزها",,,,,,,,,definition,stationnement,non_défini,,non,non,non,stationnement
150,"من القانون الجنايي ودون االخالل بالعقوبات 361 في ماعدا الحاالت املنصوص عليها في الفصل
) الي 5",,,,,,,,,sanction,défaut_de_permis,non_défini,,non,non,non,permis
152,) درهم  كل شخص صدر في حقه 8,,,,,,,,,sanction,défaut_de_permis,non_défini,,oui,non,non,permis
153,"اعاله  قد صدر في حقه مقرر 152 اذا كان املخالف وقت ارتكابه احدي املخالفات املنصوص عليها في الماده
ضي به بتوقيف رخصه السياقه  فعلي املحكمه املختصه تحويل توقيف �ضيء املق�قضايي حايز لقوه ال
الرخصه الي الغاء  مع املنع من التقدم المتحان الحصول علي رخصه سياقه جديده خالل مده تتراوح 
ضي به",,,,,,,,,sanction,défaut_de_permis,non_défini,,oui,non,non,permis
155,من شوال 13  بتاريخ 1,,,,,,,,,sanction,"stationnement, défaut_de_permis",non_défini,,non,non,non,"stationnement, permis"
156,) درهم عن كل مركبه  كل 30,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
157,) درهم  كل صانع مركبات او 30,,,,,,,,,sanction,stationnement,non_défini,,non,non,non,stationnement
158,"يعاقب علي اعاده استخدام كل مركبه خاضعه للتسجيل اصيبت باضرار خطيره دون تقديم تقرير 
خبره بشانها ودون املصادقه عليها بغرامه :
) درهم بالنسبه للمركبات التي يقل وزنها 30",,,,,,,,,sanction,non_classifié,non_défini,route_nationale,non,non,non,
163,) درهم عن عدم تقديم التصريح 5,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
164,) الي اثني 5,,,,,,,,,sanction,excès_de_vitesse,non_défini,,non,non,non,vitesse
165,"يمنع وضع او تكييف او استعمال او تركيب اله او جهاز او ماده معده اما لكشف وجود اداه مستعمله 
ملعاينه املخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه واما لالخالل بسير تلك االداه",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
166,) 10,,,,,,,,,sanction,"excès_de_vitesse, conduite_en_état_d_ivresse, dépassement, stationnement, stationnement, défaut_de_permis, conduite_en_état_d_ivresse, conduite_sous_stupéfiants",non_défini,"route_nationale, zone_urbaine",oui,non,non,"vitesse, stationnement, alcool, depassement, permis"
167,من 13  بتاريخ 1,,,,,,,,,sanction,"excès_de_vitesse, conduite_en_état_d_ivresse, dépassement, stationnement, stationnement, défaut_de_permis, conduite_en_état_d_ivresse, conduite_sous_stupéfiants",non_défini,zone_urbaine,oui,non,non,"vitesse, stationnement, alcool, depassement, permis"
168,من شوال 13  بتاريخ 1,,,,,,,,,definition,défaut_de_permis,non_défini,,oui,non,non,permis
169,من شوال 13  بتاريخ 1,,,,,,,,,sanction,"excès_de_vitesse, conduite_en_état_d_ivresse, dépassement, stationnement, stationnement, défaut_de_permis, conduite_en_état_d_ivresse, conduite_sous_stupéfiants",non_défini,zone_urbaine,oui,non,non,"vitesse, stationnement, alcool, depassement, permis"
170,"اعاله ملا يلي : 169 يتعرض مرتكبو املخالفات املنصوص عليها في الماده
 - توقيف رخصه السياقه ملده ثالثه اشهر الي سنه   1
  اعاله  الغاء رخصه السياقه مع املنع 169  - في الحاالت املنصوص عليها في الفقره الثانيه من الماده 2
من اجتياز امتحان الحصول علي رخصه جديده  خالل مده سنه الي سنتين  
 - الزاميه الخضوع  ",,,,,,,,,sanction,"excès_de_vitesse, conduite_en_état_d_ivresse, dépassement, stationnement, stationnement, défaut_de_permis, conduite_en_état_d_ivresse, conduite_sous_stupéfiants",non_défini,zone_urbaine,oui,non,non,"vitesse, stationnement, alcool, depassement, permis"
174,"يجب علي االداره  في حاله عدم توصلها بنسخه من الحكم بتوقيف رخصه السياقه  ان ترجع الرخصه 
 اعاله",,,,,,,,,obligation,défaut_de_permis,non_défini,,oui,non,non,permis
175,) درهم وبتوقيف رخصه السياقه 8,,,,,,,,,sanction,"excès_de_vitesse, dépassement, défaut_de_permis",non_défini,autoroute,oui,non,non,"vitesse, autoroute, depassement, permis"
177,"املقيد في شهاده التسجيل  بما يعاقب مالك المركبه عن تجاوز الوزن االجمالي املاذون به للمركبه محمله
) درهم عن كل طن من الحموله الزايده",,,,,,,,,sanction,dépassement,non_défini,,non,non,non,depassement
178,"دون االخالل بالعقوبات االشد  يعاقب عن تجاوز الوزن املاذون به عند املرور باحدي منشات 
)4",,,,,,,,,sanction,"dépassement, défaut_de_permis",non_défini,,oui,non,non,"depassement, permis"
179,"يمنع القيام في الطرق السياره واملسالك املوصله اليها بسباقات المركبات ذات محرك او التظاهرات 
الرياضيه االخري ايا كان اسمها",,,,,,vehicule_leger,,,sanction,non_classifié,non_défini,route_nationale,non,non,non,
180,يمنع القيام في الطرق السياره واملسالك املوصله اليها بسباقات الراجلين او الدراجات,,,,,,vehicule_leger,,,sanction,"stationnement, défaut_de_permis",non_défini,route_nationale,oui,oui,non,"stationnement, permis"
183,الصادر بتنفيذه الظهري الرشيف 116,,,,,,,,الباب الثالث,sanction,"conduite_en_état_d_ivresse, défaut_de_permis, conduite_en_état_d_ivresse",non_défini,,oui,non,non,"alcool, permis"
184,من 13  بتاريخ 1,,,,,,vehicule_leger,,,sanction,"excès_de_vitesse, dépassement, stationnement, stationnement, ceinture, défaut_de_permis",non_défini,route_nationale,non,oui,non,"vitesse, stationnement, depassement, permis"
185,من 13  بتاريخ 1,,,,,,"moto, vehicule_leger",,,sanction,"excès_de_vitesse, usage_téléphone, dépassement, stationnement, stationnement, ceinture, défaut_de_permis",non_défini,autoroute,non,oui,non,"vitesse, stationnement, telephone, autoroute, depassement, permis"
186,من 13  بتاريخ 1,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
187,") درهما عن كل مخالفه لقواعد السير املقرره 50( ) الي خمسين 20( يعاقب بغرامه من عشرين
 اعاله",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
188,") درهم : 600( ) الي ستمايه 300( يعاقب بغرامه من ثالثمايه
 - كل سايق او حارس لقطعان او حيوانات ترك قطعانه او حيواناته في الطريق العموميه  او سمح 1
 لها بالتجول او الرعي فيها  ومالك القطعان او الحيوانات في حاله نقص ملحوظ في حراسه القطعان
والحيوانات املذكوره   
 - كل سايق ال يسوق بعنايه الحيوانات املتن",,,,,,,,,sanction,non_classifié,non_défini,route_nationale,non,non,non,
189,"ال يعاقب علي عدم وجود او عدم كفايه اضواء المركبات  املنصوص عليها في هذا القانون وفي 
النصوص الصادره لتطبيقه  اذا ثبت ان عدم وجودها او عدم كفايتها ناتج عن سبب عارض طرا خالل 
السير علي الطريق العموميه وان السايق تداركه باناره ارتجاليه كافيه لالشاره الي وجود مركبته",,,,,,,,الباب االول,sanction,non_classifié,non_défini,route_nationale,non,non,non,
190,"عالوه علي ضباط واعوان الشرطه القضاييه  يكلف بالبحث عن املخالفات الحكام هذا القانون 
 والنصوص الصادره لتطبيقه ومعاينتها : 
 - الضباط واالعوان التابعون للدرك امللكي   1
 - الضباط واالعوان التابعون لالمن الوطني   2
  - االعوان املكلفون بمراقبه النقل والسير علي الطرق التابعون للسلطه الحكوميه املكلفه بال",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
191,من شوال 13  بتاريخ 1,,,,,,,,,definition,défaut_de_permis,non_défini,route_nationale,non,non,non,permis
192,"اعاله  ان يحملوا خالل ممارسه املراقبه علي 190 يجب علي الضباط واالعوان املشار اليهم في الماده
ضي والعايلي للضابط او العون �الطريق العموميه شاره خاصه تظهر علي الخصوص  االسم الشخ
املعني وصفته وصورته ورقمه املنهي",,,,,,,,,obligation,non_classifié,non_défini,route_nationale,non,non,non,nuit
193,"من هذا القانون  علي كل مستعمل 181 يجب  تحت طايله العقوبات املنصوص عليها في الماده
 اعاله والذين يستوفون 190 للطريق العموميه االمتثال الوامر الضباط واالعوان املشار اليهم في الماده
 اعاله",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
194,"يجب علي العون محرر املحضر  الجل معاينه مخالفه الحكام هذا القانون وللنصوص الصادره 
لتطبيقه : 
 - ايقاف المركبه املعنيه   1
 - طلب مستندات السير الخاصه بالسايق وبالمركبه   2
 - مراقبه حاله المركبه   3
  - استعمال احد اجهزه القياس التي تحددها االداره الثبات املخالفه في الحاالت املنصوص عليها في 4
هذا ال",,,,,,,,,obligation,"excès_de_vitesse, dépassement, défaut_de_permis",non_défini,,non,non,non,"vitesse, depassement, permis"
197,"يمكن ان تتم معاينه واثبات املخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه املتعلقه 
بتجاوز السرعه املسموح بها وتلك املحدده قايمتها من لدن االداره  باستعمال اجهزه تقنيه  تعمل 
بطريقه اليه  حتي في حاله عدم وجود العون محرر املحضر بمكان املخالفه",,,,,,,,,definition,"excès_de_vitesse, dépassement",non_défini,,non,non,non,"vitesse, depassement"
198,من شوال 13  بتاريخ 1,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
199,"اعاله خصوصا الي ما يلي: 198 تهدف املعالجه االليه للمعلومات املشار اليها في الماده
 - مراقبه ومعاينه املخالفات الحكام هذا القانون والنصوص الصادره لتطبيقه   1
 - تدبير العمليات الالزمه ملعالجه املخالفات من اجل تبليغها الي املخالفين   2
 - تسهيل تدبير شكايات املخالفين   3
 - تسهيل قيام املصالح املختصه ",,,,,,,,,definition,défaut_assurance,non_défini,,non,non,non,
200,من 13   بتاريخ 1,,,,,,,,,sanction,"excès_de_vitesse, dépassement",non_défini,,non,non,non,"vitesse, nuit, depassement"
202,"يوثق بمضمن محاضر املخالفات التي ترتكز معاينتها علي ادله ماديه تقدمها اجهزه تعمل بطريقه 
اليه  مع عدم وجود العون محرر املحضر في مكان ارتكاب املخالفه  الي ان يثبت ما يخالف مضمن هذه 
املحاضر بايه وسيله من وسايل االثبات",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
203,"اذا تعذر التعرف علي مكان الشخص صاحب شهاده تسجيل المركبه  او في حاله رفض املعني باالمر 
تلقي التبليغ باالشعار باملخالفه او في حاله عدم اداء الغرامه التصالحيه والجزافيه  يوجه محضر 
املخالفه الي وكيل امللك لدي املحكمه املختصه",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
204,"تسلم وفقا للكيفيات املحدده من لدن االداره الي املخالف او الي صاحب شهاده تسجيل المركبه او 
الي املسوول املدني عنها وبطلب صريح منه  نسخه من صوره املخالفه  التي التقطتها اجهزه املراقبه 
 اعاله",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
206,") يوما الي االداره  لتتبع املعلومات 15( يجب ان توجه نسخ من املحاضر داخل اجل خمسه عشر
 من هذا القانون",,,,,,,,,obligation,conduite_en_état_d_ivresse,non_défini,,non,non,non,alcool
207,"يمكن لضباط الشرطه القضاييه  اما بتعليمات من وكيل امللك واما بمبادره منهم  ويمكن لالعوان 
محرري املحاضر  بامر من ضباط الشرطه القضاييه وتحت مسووليتهم  ان يفرضوا رايزا للنفس 
بواسطه النفخ في جهاز للكشف عن مستوي تشبع الهواء املنبعث من الفم بالكحول : 
 - علي كل من يفترض انه ارتكب حادثه سير او اشترك في حد",,,,,,,,,definition,"conduite_en_état_d_ivresse, conduite_en_état_d_ivresse",non_défini,route_nationale,non,non,non,alcool
208,"اعاله من افتراض وجود نسبه من الكحول في نفس املعني 207 اذا مكن الرايز املشار اليه في الماده
باالمر  تحددها االداره  او اذا رفض املعني باالمر الخضوع للرايز املذكور  قام ضباط او اعوان 
الشرطه القضاييه بالتحققات الهادفه الي اثبات الحاله الكحوليه لدي املعني باالمر",,,,,,,,,definition,conduite_en_état_d_ivresse,non_défini,,non,non,non,"alcool, nuit"
210,"اذا انجزت التحققات عن طريق التحاليل والفحوصات الطبيه السيرريه والبيولوجيه  وجب 
االحتفاظ بعينه وفقا للنصوص الجاري بها العمل",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,nuit
211,"اذا انجزت التحققات املذكوره بواسطه جهاز يمكن من تحديد تركز الكحول  من خالل تحليل 
الهواء املنبعث من الفم  جاز القيام علي الفور بمراقبه ثانيه  بعد التحقق من حسن اشتغال الجهاز",,,,,,,,,definition,conduite_en_état_d_ivresse,non_défini,,non,non,non,"alcool, nuit"
212,"اعاله  نتيجه لعجز بدني مثبت من لدن طبيب  207 اذا استحال الخضوع للرايز املشار اليه في الماده
قام ضباط او اعوان الشرطه القضاييه  بالتحققات الهادفه الي اثبات الحاله الكحوليه بواسطه 
التحاليل والفحوصات الطبيه السيرريه والبيولوجيه",,,,,,,,,definition,"conduite_en_état_d_ivresse, conduite_sous_stupéfiants",non_défini,,non,non,non,"alcool, nuit"
214,"اذا تبين ان اختبارات الكشف ايجابيه  او اذا رفض املعني باالمر الخضوع لالختبارات املذكوره  
او اذا كان في حاله يستحيل عليه فيها الخضوع لها  عمل ضباط او اعوان الشرطه القضاييه علي 
اجراء تحققات تتمثل في تحاليل او فحوص طبيه سريريه وبيولوجيه  الثبات ما اذا كان الشخص 
املعني قد تناول مواد مخدره او ادويه تح",,,,,,,,,definition,conduite_sous_stupéfiants,non_défini,,non,non,non,nuit
215,"3 و2 يجب الجل القيام باالختبارات والتحاليل والفحوص املنصوص عليها في القسمين الفرعيين
اعاله  ان يكون االجل الفاصل بين ساعه وقوع الحادثه او ساعه ارتكاب املخالفه او ساعه مراقبه 
املعني باالمر وساعه االختبارات والتحاليل والفحوص املذكوره اقصر ما يمكن في نفس اليوم",,,,,,,,الباب الثاني,obligation,défaut_de_permis,non_défini,,non,non,non,"nuit, permis"
216,من13  بتاريخ 1,,,,,,,,الباب الثالث,obligation,"stationnement, défaut_de_permis",non_défini,,oui,non,non,"stationnement, permis"
219,من 13  بتاريخ 1,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
222,من 13  بتاريخ 1,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
223,"يتم االداء الفوري للغرامه  بصفه نهاييه او برسم االيداع  كما يلي:
 - نقدا   1
 - بواسطه شيك   2",,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
224,من 13  بتاريخ 1,,,,,,,,,sanction,défaut_de_permis,non_défini,,non,non,non,permis
225,"يجب علي العون محرر املحضر  اذا كان الحامل املحرره فيه رخصه السياقه قابال الن تسجل عليه 
املعلومات في شكل الكتروني  وكان العون يتوفر علي الجهاز الالزم لذلك  ان يسجل علي هذا الحامل 
املعلومات املتعلقه باملخالفه",,,,,,,,,sanction,"stationnement, défaut_de_permis",non_défini,,oui,non,non,"stationnement, permis"
229,"اعاله  اذا كان حامل رخصه السياقه يمكن من تسجيل املعلومات 228 استثناء من احكام الماده
في شكل الكتروني  فان املعلومات املتعلقه باالحتفاظ برخصه السياقه واالذن بالسياقه وتوقيف 
رخصه السياقه املشار اليها في الماده املذكوره  يتم تسجيلها علي هذا الحامل  ويصبح االحتفاظ 
برخصه السياقه عنديذ غير ذي موضوع",,,,,,,,,definition,défaut_de_permis,non_défini,,oui,non,non,permis
231,من 13  بتاريخ 1,,,,,,,,,sanction,"dépassement, défaut_de_permis",non_défini,,non,non,non,"depassement, permis"
233,"اعاله مرفقا باالثباتات املتعلقه باملعاينه االليه 232 يجب ان يكون املحضر املشار اليه في الماده
وبرخصه السياقه في حاله االحتفاظ بها",,,,,,,,,obligation,défaut_de_permis,non_défini,,non,non,non,permis
234,"ضي للغرامه املحدده في �يجوز للمخالف  قبل ان تبت املحكمه في املوضوع  ان يودي ثلثي الحد االق
 اعاله وان يسحب شكايته",,,,,,,,الباب الرابع,sanction,non_classifié,non_défini,,non,non,non,
236,"في حاله حفظ املحاضر من قبل النيابه العامه  او في حاله صدور مقرر بعدم املتابعه او باالدانه 
او اي مقرر يبت في موضوع قضيه عرضت علي محكمه  تنفيذا الحكام هذا القانون او للنصوص 
الصادره لتطبيقه  يوجه وكيل امللك علي الفور  الي االداره نسخه من محضر املخالفه ومنطوق 
القرار بعدم املتابعه او املقرر الصادر عن ",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
237,"توجه النيابه العامه نسخا من املقررات او منطوقا لالحكام  الصادره تنفيذا الحكام هذا القانون 
ضي به  الي االداره داخل اجل اقصاه �ضيء املق�او للنصوص الصادره لتطبيقه  التي حازت قوه ال 
)يوما من تاريخ صدور املقرر",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
238,"ما عدا في حاله االداء الفوري لغرامه تصالحيه وجزافيه او في حاله االيداع املنصوص عليه في 
 اعاله  اذا لم يثبت مرتكب املخالفه توفره علي اقامه فوق التراب الوطني  يتم توقيف 231 الماده
المركبه التي ارتكبت بها املخالفه الي ان يودع مرتكب املخالفه مبلغا يحدده وكيل امللك  لدي كتابات 
الضبط بجميع محاكم اململكه",,,,,,,,الباب االول,sanction,non_classifié,non_défini,route_nationale,non,non,non,
239,"ال يمكن ان يلقن تعليم السياقه او التربيه علي السالمه الطرقيه  اال من قبل موسسه يتوقف 
فتحها واستغاللها  علي رخصه تسلمها االداره لهذا الغرض",,,,,,,,,obligation,stationnement,non_défini,,non,non,non,stationnement
240,"تسلم الرخصه بفتح واستغالل موسسه لتعليم السياقه او موسسه للتربيه علي السالمه الطرقيه 
بمقابل  للمترشحين الذين تتوفر فيهم الشروط التاليه : 
 بالنسبه لالشخاص الذاتيين : ا)  
 - اال تقل سن املترشح عن عشرين سنه شمسيه كامله   1
 - ان يكون متمتعا بحقوقه الوطنيه واملدنيه   2
99
االمانه العامه للحكومه - اال ",,,,,,,,,definition,non_classifié,non_défini,,non,non,non,
241,"يجب ان يتولي تسيير كل موسسه لتعليم السياقه او موسسه للتربيه علي السالمه الطرقيه مدير 
تتوفر فيه الشروط التاليه : 
 - اال تقل سنه احدي وعشرين سنه شمسيه كامله   1
 - ان يكون متمتعا بحقوقه الوطنيه واملدنيه   2
  - اال يكون قد صدر في حقه حكم باالدانه من اجل جنايه او جنحه منافيه لالخالق العامه او تتعلق 3",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
242,"يجب علي مدير موسسه تعليم السياقه او مدير موسسه التربيه علي السالمه الطرقيه ان يسهر  
باستمرار  علي حسن التسيير االداري والبيداغوجي للموسسه وفقا الحكام هذا القانون والنصوص 
الصادره لتطبيقه",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
243,"يجب ان يكون التعليم امللقن في موسسات تعليم السياقه مطابقا للبرنامج الوطني لتعليم السياقه 
املحدد من لدن االداره",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
245,"يجب ان يلقن تعليم السياقه او تنشيط دورات التربيه علي السالمه الطرقيه من قبل مدرب لتعليم 
السياقه  او منشط لدورات التربيه علي السالمه الطرقيه مرخص لهما  من لدن االداره",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
246,"يجب علي ارباب ومسيري موسسات تعليم السياقه او التربيه علي السالمه الطرقيه الخضوع 
لعمليات التفتيش التي يقوم بها االعوان او الهييات  املوهله لهذا الغرض من لدن االداره  والتي يراد 
بها التحقق من التقيد باحكام هذا القانون والنصوص الصادره لتطبيقه وببنود دفتر التحمالت املشار 
 اعاله",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
248,"يجب علي املتخلي واملتخلي له  في حاله التخلي عن موسسه لتعليم السياقه او للتربيه علي السالمه 
الطرقيه  تقديم تصريح مشترك الي االداره  قبل ابرام عقد التخلي  يلتزم فيه املتخلي له باحترام بنود 
 اعاله",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
249,"الطرقيه  في حاله وفاه الحاصل علي رخصه باستغالل موسسه لتعليم السياقه او للتربيه علي السالمه 
) اشهر من تاريخ الوفاه",,,,,,,,,obligation,non_classifié,non_défini,,oui,non,non,
250,"الطرقيه  يجب علي الحاصلين علي رخصه باستغالل موسسه لتعليم السياقه او للتربيه علي السالمه 
قبل توقيف او انهاء نشاطهم  اخبار االداره بذلك  بواسطه رساله مضمونه مع االشعار باالستالم",,,,,,,,,obligation,défaut_de_permis,non_défini,,non,non,non,permis
252,"يجوز للجمعيات التي تزاول نشاطها في مجال االدماج او اعاده االدماج االجتماعي واملنهي تلقين 
التربيه علي السالمه الطرقيه  شريطه الحصول علي رخصه تسلمها االداره  التي تتاكد في هذه الحاله 
 اعاله",,,,,,,,,obligation,non_classifié,non_défini,,non,non,non,
254,"يجب علي الجمعيات املذكوره في الماده السابقه ان تقدم سنويا الي االداره تقريرا عن نشاطها في 
مجال تلقين التربيه علي السالمه الطرقيه وفق الشروط املحدده من لدن االداره",,,,,,,,الباب الثاني,obligation,non_classifié,non_défini,,non,non,non,
255,بتاريخ 1,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
256,من شوال 13  بتاريخ 1,,,,,,,,,sanction,stationnement,non_défini,,non,oui,non,stationnement
257,"تسحب رخصه املدرب او املنشط بصفه موقته :
 - اذا اتخذ في حق الحاصل عليها اجراء بتوقيف رخصه السياقه   1
  - اذا كان يعاني عجزا بدنيا موقتا يتنافي مع تعليم سياقه المركبات ذات محرك او مع تنشيط 2",,,,,,,,,definition,défaut_de_permis,non_défini,,oui,non,non,permis
259,) درهم  كل شخص فتح او استغل 60,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
260,) درهم  كل حاصل علي 30,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
262,) درهم  كل 5,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
263,) درهم  كل شخص ذاتي او معنوي 60,,,,,,,,,sanction,non_classifié,non_défini,,non,non,non,
264,) درهم : 10,,,,,,,,,sanction,stationnement,non_défini,,non,non,non,stationnement
265,) درهم  كل شخص زاول مهنه 10,,,,,,,,الباب االول,sanction,non_classifié,non_défini,,non,non,non,
